time_hour,event_id,count
0,100,1
1,100,2
2,100,4
3,100,3
4,100,22
5,100,12
6,100,21
7,100,26
8,100,43
9,100,48
10,100,62
11,100,40
12,100,36
13,100,33
14,100,28
15,100,33
16,100,19
17,100,18
18,100,10
19,100,13
20,100,2
21,100,7
22,100,4
23,100,5
