time_hour,event_id,count
0,300,2
1,300,3
2,300,1
4,300,3
5,300,24
6,300,30
7,300,35
8,300,34
9,300,23
10,300,34
11,300,30
12,300,25
13,300,32
14,300,33
15,300,35
16,300,39
17,300,31
18,300,18
19,300,9
20,300,14
21,300,9
22,300,4
23,300,8
